PEAKID,URL,LAT,LON,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,PCLIMBED,PHOST_DESC,IS_HD_PEAK
LASA,https://nepalhimalpeakprofile.org/lasa,30.13583333333333,81.08416666666666,,Sudhurpashchim Pradesh,Darchula/NC,Byas/NC,Byas,Spring 4000 (NRs),Spring 250 (USD),Lasa,,Byas Risi Himal (NNW of Nampa on Tibetan border),6189.0,20305.0,2.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6189m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
LCHA,https://nepalhimalpeakprofile.org/lachama-chuli,30.136388888888888,82.20055555555555,Lachama Chuli which lies in Changla sub-range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Sp 5000 (NRs),Sp 400 (USD),Lachama Chuli,"Kubi Kangri, Kubi Dongdong",Changla Himal (N of Gorakh Himal on Tibetan border),6721.0,22051.0,17.0,7.0,True,False,False,,Opened in 2003,4.0,2.0,"Other map altitudes:
   6721m - HMG-MT, HMG-Finn

Peak known as Kubi Kangri in Tibet.",2007.0,3.0,LCHA07301,2007-09-14,Japan,"Atsushi Senda, Ryouta Fujii, Keizou Ishikawa, Hiroshi Kobayashi, Kouhei Kotani, Naoki Shimozato, Yuhki Tani",,,,True,Nepal & China,True
LCHN,https://nepalhimalpeakprofile.org/lachama-north,30.14333333333333,82.2,Lachama North which liese in Changla sub-range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Sp 5000 (NRs),Sp 400 (USD),Lachama North,,Changla Himal (N of Lachama Chuli on Tibetan border),6628.0,21745.0,17.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6628m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
LDAK,https://nepalhimalpeakprofile.org/langdak,27.916944444444447,86.56361111111111,Langdak is in the Rolwaling Himal mountain range of Nepal Himalayas. Langdak is on the boundary of Bagmati Province and Province I. Langdak is on the boundary of Solukhumbu and Dolakha district. Langdak is on the boundary of Khumbu Pasang Lhamu and Gaurishankar gaupalika. Langdak is 4.0km west of Nheserku and 3.3km east of Rolwaling Khang North. Raungsiyar is 1.0km south of Langdak.,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD),Langdak,,Rolwaling Himal (N of Raungsiyar and Pimu),6220.0,20407.0,19.0,2.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6220m - HMG-MT, HMG-Finn, Nepa
   6263m - Schnieder",2015.0,3.0,LDAK15301,2015-10-05,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",,,,True,Nepal only,True
LDNG,https://nepalhimalpeakprofile.org/langdung,27.947777777777777,86.48416666666667,Langdung is in the Rolwaling Himal mountain range of Nepal Himalayas. Langdung is an open mountain peak for expedition. Langdung is on the boundary of Solukhumbu and China. Langdung is on the boundary of Province I and China. Langdung is on the boundary of Khumbu Pasang Lhamu gaupalika and China. Langdung is 4.1km northeast of Omi Tso Go. Khang Karpo is 3.5km east of Langdung.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD),Langdung,Ripumutse,Rolwaling Himal (WSW of Ripimo Shar on Tibetan border),6326.0,20755.0,19.0,2.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6357m - Schneider
   6326m - HMG-MT

Altitude not shown on HMG-Finn map.

Langdung has three summit points:
  West Smt - 6301m (Schneider)
  Central  - 6350m (Schneider)
  Main Smt - 6357m (Schneider)",2017.0,4.0,LDNG17401,2017-12-20,Nepal,"Nima Tenji Sherpa, Dawa Gyalje Sherpa, Dawa Yangzum Sherpa, Pasang Kitar Sherpa",,,,True,Nepal & China,True
LEOE,https://nepalhimalpeakprofile.org/leonpo-gang-east,28.2025,85.81777777777778,,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD),Leonpo Gang East,Gyalgen Peak,Jugal Himal (NE of Leonpo Gang on Tibetan border),6733.0,22090.0,8.0,3.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6733m - HMG-MT, HMG-Finn (mislabeled as Leonpo Gang West)
   6705m - Japan MMW

The HMG-Finn map also labels a nearby 6151m peak as Gyalzen Peak.",1955.0,1.0,LEOE55101,1955-05-11,"UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa",Peak named after sirdar Mingma Gyalgen Sherpa,,,True,Nepal & China,True
LEON,https://nepalhimalpeakprofile.org/leonpo-gang,28.19555555555556,85.80194444444444,,Bagmati Pradesh,Rasuwa/Sindhupalchok,Gosai Kunda/Jugal,Jugal,Spring 5000 (NRs),Spring 400 (USD),Leonpo Gang,"Dorje Pahad, Big White Peak",Jugal Himal (NNE of Dorje Lhakpa on Tibetan border),6979.0,22897.0,8.0,3.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   6979m - HMG-MT, HMG-Finn, Nepa
   7083m - Japan MMW",1962.0,1.0,LEON62101,1962-05-03,Japan,"Tadashi Morita, Kazunari Yasuhisa",,,"N Side (High 138:12 May 1994)
W Side (High 138:13 May 1994)",True,Nepal & China,True
LHAS,https://nepalhimalpeakprofile.org/lhashamma,29.22583333333333,82.74722222222222,It is also known as Pinnacle Peak. It is part of Kanjiraba sub range of the Nepalese Himalayas and is located in the Mugu and Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa,Jagdulla/She,Kanjiroba,Spring 4000 (NRs),Spring 250 (USD),Lha Shamma,"Lhasharma, Pinnacle Peak","Kagmara Lekh (S of Kanjiroba, NNW of Kagmara I)",6412.0,21037.0,10.0,7.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6412m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann
",1962.0,1.0,LHAS62101,1962-05-14,"UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa",,,,True,Nepal only,True
LHAY,https://nepalhimalpeakprofile.org/lhayul-peak,29.97611111111111,80.86888888888888,,Sudhurpashchim Pradesh,Darchula,Byas/Api,Api,Spring 4000 (NRs),Spring 250 (USD),Lhayul Peak,,Api Himal (SW of Api Main),6395.0,20981.0,2.0,7.0,True,False,False,,Opened in 2002,1.0,1.0,"Other map altitudes:
   6395m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal only,True
LHOM,https://nepalhimalpeakprofile.org/lho-tse-middle,27.961111111111112,86.94083333333333,"Mount LhoTse Middle is the subsidiary peak to Lhotse and the last peak to be
listed as an eight thousander. The peak elevates to a height of 8,410 m. LhoTse
Middle lies in Khumjung Village Development Committee under Khumbu
Pasang Lhamu rural municipality of Solukhumbu District in Eastern
Development Region of Nepal. It is open for expeditions. It takes
approximately 60 days to climb LhoTse Middle. A flight to Lukla is the entry
point for LhoTse Middle. Sergei Timofeev, Alexei Bolotov, PiotrKouznetsov
and EvgeniVinogradski were the firsts to make its successful ascent on May
23, 2001.
The caravan route for LhoTse Middle begins from Lukla to Jorsalle to Namche
to Khumjung to Pheriche to Lobuche to Gorakshep and finally to the Base
Camp. The total distance of the caravan route through Pheriche is 51.1 km. The
total climbing route length is 12.9 km.
The nearest settlements to the LhoTse Middle is in Lobuche which is situated
8.3 km away. The nearest police and army posts to the LhoTse Middle is in
Namche at a distance of 34.1 km. The nearest health post to the LhoTse Middle
is in Pheriche at 14.9 km. The nearest tourist post to the peak is in Lukla at a
distance of 51.1 km.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD),Lhotse Middle,Lhotse Intermediate,Khumbu Himal (E of Lhotse),8410.0,27592.0,12.0,2.0,True,False,False,,Opened in 2001,4.0,2.0,"Other map altitudes:
   8410m - HMG-MT, HMG-Finn, Shangri La, Schneider, Japan MMW
   8414m - NGS/Washburn Everest",2001.0,1.0,LHOM01101,2001-05-23,Russia,"Sergei Timofeev, Alexei Bolotov, Piotr Kouznetsov, Evgeni Vinogradski",,,,True,Nepal & China,True
LSHR,https://nepalhimalpeakprofile.org/lho-tse-shar,27.95833333333333,86.94555555555556,"Mount LhoTse Shar is the subsidiary mountain of Lhotse, located to the south
of Mt. Everest. It is 11 th highest peak on Earth. The peak elevates to a height of
8,400 m. Mount LhoTse Shar lies in Khumjung Village Development
Committee under Khumbu Pasang Lhamu rural municipality of Solukhumbu
District in Eastern Development Region of Nepal. It is open for expeditions. It
takes approximately 56 days to climb LhoTseShar. A flight to Lukla is the
entry point for LhoTse Shar. Josef Mayerl and Rolf Walter were the first to
ascendit successfully on May 12, 1970.
The caravan route for LhoTse Shar begins from Lukla to Jorsalle to Namche to
Khumjung to Pangboche to Dingboche and finally to the Base Camp. The total
distance of the caravan route through Dingboche is 39.1 km. The total climbing
route length is 12.1 km.
The nearest settlement to the peak is Dingboche at a distance of 3.8 km. The
nearest army, police and health postsare in Namche which is locatedat a
distance of 22.1 km. The nearest tourist post to the peak is 39.1 km away at
Lukla.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Rs (NRs), (USD),Lhotse Shar,Lhotse II,Khumbu Himal (ESE of Lhotse and Lhotse Middle),8382.0,27500.0,12.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   8382m - HMG-MT, HMG-Finn
   8383m - Schneider, Japan MMW
   8386m - Shangri La, NGS/Washburn Everest
   8393m - Nepa",1970.0,1.0,LSHR70101,1970-05-12,Austria,"Josef Mayerl, Rolf Walter",,,"E Ridge (High 133:47 Dec 1993)
S Side (AAJ 64:226 1990) (various routes)
SW Face (AAJ 59:258 1985) (Czech 1984 route)",True,Nepal & China,True
LHOT,https://nepalhimalpeakprofile.org/lho-tse,27.961944444444445,86.93666666666667,"Mount LhoTse is the fourth highest mountain in the world after Mt Everest, Mt
K2, and Mt. Kanchenjunga. LhoTse in Tibetan mean the “South Peak”. The
peak elevates to a height of 8516 m. LhoTse lies in Khumjung Village
Development Committee under Khumbu Pasang Lhamu rural municipality of
Solukhumbu District in the Eastern Development Region of Nepal. It is open
for expedition. It takes approximately 60 days to climb LhoTse. A flight to
Lukla is the entry point for LhoTse. Ernst Reiss and Fritz Luchsinger were the
firsts to ascent the LhoTse peak on May 18, 1956.
The caravan route for LhoTse begins from Lukla to Jorsalle to Namche to
Khumjung to Pheriche to Lobuche to Gorakshep and finally to the Base Camp.
The total distance of the caravan route through Pheriche is 51.1 km. The total
climbing route length is 10.6 km.
The nearest settlement to LhoTse is Lobuche at a distance of 8.3 km. The
nearest army and police post to LhoTse are at Namche which is 34.1 km away.
The nearest health post is in.Pheriche at a distance of 14.9 km.The nearest
tourist post to the peak is in Lukla which is at a distance of 51.1 km.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Rs (NRs), (USD),Lhotse,,Khumbu Himal,8516.0,27940.0,12.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   8501m - Shangri La, Schneider, NGS/Washburn Everest
   8511m - Japan MMW
   8516m - HMG-MT, HMG-Finn, Kielkowski",1956.0,1.0,LHOT56101,1956-05-18,Switzerland,"Fritz Luchsinger, Ernst Reiss",,History to 1993 (High 133:44-48 Dec 1993),"W Face (High 133:47 Dec 1993, 153:42 Aug 1995)
S Face (High 133:45 Dec 1993)
E & W summit ridges (High 180:52-56 Nov 1997) (2 pix from Lhotse summit)
NE Face (High 193:27 Dec 1998) (Lhotse Main, Middle & Shar from Ever SE Ridge)
S Side (AAJ 64:226 1990) (various routes)
E Face (AAJ 63:5-7 1989)",True,Nepal & China,True
LIK1,https://nepalhimalpeakprofile.org/likhu-chuli-i,27.81111111111112,86.54472222222222,,Bagmati Pradesh,Dolakha/Ramechhap,Khumbu Pasang Lhamu/Garishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Linkhu Chuli Shar,"Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",Rolwaling Himal (S of Parchamo),6719.0,22044.0,19.0,2.0,True,False,False,,Opened in 2003,1.0,2.0,"Other map altitudes:
   6719m - HMG-MT, HMG-Finn
   6729m - Nepa, Shangri La, Schneider
   6730m - Japan MMW",2013.0,3.0,LIK113301,2013-11-13,Germany,Ines Papert,,,,True,Nepal only,True
LIK2,https://nepalhimalpeakprofile.org/likhu-chuli-2,27.805,86.5261111111111,,Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Linkhu Chuli Nup,"Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II","Rolwaling Himal (SSW of Parchamo, W of Likhu Chuli Shar)",6659.0,21847.0,19.0,2.0,True,False,False,,Opened in 2003,1.0,2.0,"Other map altitudes:
   6659m - HMG-MT, HMG-Finn
   6666m - Nepa, Shangri La, Schneider, Japan MMW
",1960.0,3.0,LIK260301,1960-10-21,"France, Nepal","Alain Barbezat, Cecile Barbezat, Nawang Dorje Sherpa",,,,True,Nepal only,True
LING,https://nepalhimalpeakprofile.org/lingtren,28.0275,86.85722222222222,"Lingtren, one of the peaks in the Mahalangur range is 8 km from Mount Everest. It lies in the international border between Nepal and Tibet.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD),Lingtren,,Khumbu Himal (ENE of Pumori on Tibetan border),6713.0,22024.0,12.0,2.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map altitudes:
   6697m - Schneider, Japan MMW
   6713m - HMG-MT, HMG-Finn
   6749m - Nepa, NGS/Washburn Everest",1935.0,2.0,LING35201,1935-08-10,UK,"Eric Shipton, Dan Bryant",,,,True,Nepal & China,True
LMOC,https://nepalhimalpeakprofile.org/langmoche-ri,27.86722222222222,86.55499999999999,Langmoche Ri is in the Rolwaling Himal mountain range of Nepal Himalayas. Langmoche Ri is on the boundary of Bagmati Province and Province I. Langmoche Ri is on the boundary of Solukhumbu and Dolakha district. Langmoche Ri is on the boundary of Khumbu Pasang Lhamu and Gaurishankar gaupalika. Langmoche Ri is 4.0km south of Raungsiyar and 1.0km north of Tengi Ragi Tau. Dig Cho is 2.9km east and Rolwaling glacier is 1.3km west of Langmoche Ri.,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Langmoche Ri,,Rolwaling Himal (N of Tesi Laptsa),6552.0,21496.0,19.0,2.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6344m - Nepa
   6552m - HMG-Finn
   6611m - Shangri La, NGS Trekking, Japan MMW
   6617m - HMG-MT, Schneider",2012.0,3.0,LMOC12301,2012-11-17,USA,"Roberto Villanueva, Alan Rousseau",,,,True,Nepal only,True
LNAK,https://nepalhimalpeakprofile.org/lhonak,27.83194444444445,88.05722222222222,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD),Lhonak,Rifil Peak,Janak Himal (WNW of Drohmo),6070.0,19915.0,6.0,1.0,True,False,False,,Opened in 2014,1.0,1.0,"Other map altitudes:
   6070m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal only,True
LNGK,https://nepalhimalpeakprofile.org/langchung-khang,27.85611111111111,88.18138888888889,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 5000 (NRs),Sp 400 (USD),Langchung Khang,Langpo Chung,Jongsang Himal (NW of Langpo on Indian border),6786.0,22264.0,7.0,1.0,True,False,False,,Opened in 2002,4.0,1.0,"Other map alititudes:
    6780m - Dyhrenfurth map (1930)
    6786m - HMG-MT, HMG-Finn, Nepa",,0.0,,,,Unclimbed?,,,,False,Nepal & China,True
LNJU,https://nepalhimalpeakprofile.org/langju,28.54583333333333,85.05527777777777,Langju is part of Shringi sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD),Langju,Lajo Dada,Shringi Himal (S of Tobsar),6426.0,21083.0,5.0,4.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6426m - HMG-MT, HMG-Finn, Nepa",2017.0,3.0,LNJU17301,2017-10-17,Japan,"Norifumi Fukuda, Kojuro Hagihara, Yudai Suzuki",,,,True,Nepal only,True
LNKE,,,,,,,,Kanti,,,Lunchhung Kamo East,,Kanti Himal (SE of Danfe Sail on Tibetan border),6024.0,19764.0,11.0,7.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   6024m - HMG-Finn",1999.0,2.0,LNKE99201,1999-07-09,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",,,,True,Nepal only,True
LNPO,https://nepalhimalpeakprofile.org/langpo-peak,27.85333333333333,88.19888888888889,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Langpo,Longpo,Jongsang Himal (SE of Jongsang on Indian border),6965.0,22851.0,7.0,1.0,True,False,False,,Opened,5.0,2.0,"Other map altitudes:
   6954m - Shangri La, Japan MMW, Kielkowski
   6965m - HMG-MT, HMG-Finn, Nepa",1909.0,3.0,LNPO09301,1909-09-14,UK,A. M. Kellas,,,,True,Nepal & India,True
LOBE,https://nepalhimalpeakprofile.org/lobuje-east,27.95833333333333,86.79305555555555,Lobuje peak has two summits East and West. While Lobuje East is recognized for trekking Lobuje West is known for Expedition.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD),Lobuje East,Lobuche East,Khumbu Himal (SW of Pumori),6090.0,19980.0,12.0,2.0,False,False,True,1978.0,Opened,1.0,2.0,"Other map altitudes:
   6090m - HMG-MT, HMG-Finn, Shangri La
   6105m - NGS/Washburn Everest
   6119m - Nepa, Schneider, Japan MMW, Kielkowski",1984.0,1.0,LOBE84101,1984-04-25,"USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa",Possibly climbed by Japanese in 1979 (unverified),,"W Pillar (High 167:74 Jul 1996)
NE Face (High 188:21 Jul 1998, 193:17 Dec 1998)
W Buttress (AAJ 66:14 1992) (USA 1991 route)",True,Nepal only,True
LOBW,https://nepalhimalpeakprofile.org/lobuje-west,27.968888888888888,86.78472222222221,Lobuje peak has two summits East and West. While Lobuje East is recognized for trekking Lobuje West is known for Expedition.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD),Lobuje West,Lobuche West,Khumbu Himal (SW of Pumori),6135.0,20128.0,12.0,2.0,False,False,True,2002.0,Converted to trekking peak in 2002,1.0,2.0,"Other map altitudes:
   6135m - HMG-MT, HMG-Finn, Shangri La
   6145m - Nepa, Schneider, Japan MMW, Kielkowski",1984.0,3.0,LOBW84301,1984-09-28,Japan,"Yuji Kawakura, Yoshihiro Taguchi",,,,True,Nepal only,True
LASH,https://nepalhimalpeakprofile.org/loshar-i,27.89611111111111,88.05666666666666,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Lashar I,Loshar I,Janak Himal (NW of Lashar II on Tibetan border),6842.0,22448.0,6.0,1.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map altitudes:
   6842m - HMG-MT, HMG-Finn
   6930m - Shangri La, Japan MMW",2005.0,3.0,LASH05301,2005-10-12,Slovenia,"Andrej Stremfelj, Miha Habjan",,,,True,Nepal & China,True
LAS2,https://nepalhimalpeakprofile.org/loshar-ii,27.88611111111111,88.06694444444445,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Lashar II,Loshar II,Janak Himal (SW of Ghhanyala Hies on Tibetan border),6803.0,22320.0,6.0,1.0,True,False,False,,Opened in 2002,4.0,1.0,"Other map altitudes:
   6803m - HMG-MT, HMG-Finn, Nepa
   6860m - Shangri La, Japan MMW",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
LSAM,https://nepalhimalpeakprofile.org/lung-sampa,28.052777777777777,86.6613888888889,Lung Sampa peak lies in Mahalangur range of the Nepalese Himalayas and is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Lungsampa,"Lung Sampa, Lumsumna",Khumbu Himal (S of Nangpai Gosum II),6500.0,21325.0,12.0,2.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6500m - HMG-MT, HMG-Finn, Schneider

Lungsampa is the southern-most end of the Nangpai Gosum plateau.


CHOY-811-01: Japanese used the SSW Ridge of LSAM (first ascent of the latter), it's clearly shown in the documentation put in the added piece.

CHOY-833-01: Italians and Nepalese used the same SSW Ridge of LSAM, shown by elements of their HD's account reported on the Schneider map [BC at south side of small lake north of Gyazumpa and south of point 5560m on Schneider map. (= on Nogzumpa Kang Glacier, SE to P6500m)], [3 members tried to climb to point 6515m (=route to E ridge, not SSW ridge), but no success (after Cho Oyu attempt)].

CHOY-873-04: Americans used first the LSAM SSW Ridge [Wally Berg confirmed it to me], then a line further left [Berg considers their 1987 second route option to be one of the variants of the yellow line shown on the aerial picture below].

CHOY-873-06: Eitel used the same second option as the Americans [doing the first ascent of this line to the plateau btw!].

CHOY-891-02: Kobler team used the same LSAM SSW Ridge [C1 below point 6500m on S Ridge].

CHOY-891-03: Koreans used the same LSAM SSW Ridge.[C1 same as Swiss].

CHOY-903-09: Russians used the same LSAM SSW Ridge. [C2 at point 6500m's on SW ridge].

CHOY-Winter 2021-2022: Nepalese used a similar line to the Americans' and Eitel's 1987 to reach the Nangpai Gosum Plateau.

In 2014, Jordi Corominas and Jordi Tosas summited LSAM only via SSW Ridge.",1981.0,1.0,CHOY81101,,Japan,,Climbed by several team enroute to Cho Oyu (see Peak Notes),,,True,Nepal only,True
LSIS,https://nepalhimalpeakprofile.org/langshisha-ri,28.216944444444444,85.71638888888889,"Langsisa Ri used to be a full expedition peak until the Government of Nepal put it under the control of the NMA in 2002. It is situated in the popular Langtang trekking region and is a technically challenging peak being perhaps one of the most difficult of the trekking peaks after Kusum Kanguru. Langsisa Ri is ideal for those who want a Himalayan expedition-style
challenge with a very simple, affordable permit system. Langtang also has the advantage of quick access from Kathmandu with plenty of small peaks to explore and acclimatize on.",Bagmati Pradesh,Rasuwa,Gosai Kunda,Jugal,Spring 4000 (NRs),Spring 250 (USD),Langshisa Ri,Langsisa Ri,Jugal Himal (NW of Dorje Lhakpa),6412.0,21037.0,8.0,3.0,False,False,True,2002.0,Converted to trekking peak in 2002,1.0,2.0,"Other map altitudes:
   6370m - Schneider
   6400m - Japan MMW
   6412m - HMG-MT, HMG-Finn, Shangri La
   6427m - Nepa",1982.0,1.0,LSIS82101,1982-04-23,"Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa",,,"WNW Face (High 151:11 Jun 1995)
WNW Face (AAJ 69:246-249 1995) (Slovene 1994 route)",True,Nepal only,True
LUGU,https://nepalhimalpeakprofile.org/lugula,28.89611111111111,84.26166666666667,Lugula is a sub-range of the Nepalese Himalayas which is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Lugula,Spring 5000 (NRs),Spring 400 (USD),Lugula,,Damodar Himal (E of Bhrikuti Sail on Tibetan border),6899.0,22635.0,3.0,5.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6899m - HMG-MT, HMG-Finn, Nepa",2010.0,3.0,LUGU10301,2010-11-02,France,Renald Guillaune,1st official ascent in Spring 2014 by S Koreans,,,True,Nepal & China,True
LUN2,,28.051905,86.550244,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,"Spring 5000, Autumn 2500, Winter/Summer 1250","Spring 400, Autumn 200, Winter/Summer 100",Lunag II,,Rolwaling Himal (SW of Nangpa La near Tibetan border),6812.0,22349.0,19.0,2.0,False,True,False,,Requires permit for Jobo Rinjang,1.0,2.0,"Other map altitudes:
   6812m - HMG-Finn",2010.0,3.0,LUN210301,2010-10-26,France,"Mathieu Detrie, Max Belleville, Mathiew Maynadier, Sebastien Ratel",,,,True,Nepal only,True
LUNA,https://nepalhimalpeakprofile.org/lunadhar-khang,29.1903,84.1689,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD),Lunadhar Khang,,,5811.0,19065.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
LUNG,https://nepalhimalpeakprofile.org/lungchhung,29.62833333333333,83.12222222222222,Lungchhung peak lies in Palchunhamga sub range of the Nepalese Himalayas and is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchung,Spring 4000 (NRs),Spring 250 (USD),Lungchhung,,Palchung Himal (NE of Kanjiroba on Tibetan border),6043.0,19826.0,11.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6043m - HMG-MT, HMG-Finn

Lungchhung is southeast of Daphe Shail.",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
LUZA,,27.888105,86.694078,,Province 1,Solukhumbu,,Mahalangur,,,Luza,,Khumbu Himal (SW of Gokyo Lake),5710.0,18734.0,12.0,2.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   5710m - HMG-Finn, Nepa
   5726m - HMG-MT, Schneider, Nepa",2020.0,4.0,LUZA20401,2020-12-17,Nepal,"Pemba Sherpa, Lakpa Gyaljen Sherpa, Urken Lendu Sherpa",,,,True,Nepal only,True
MACH,,28.498007,83.946192,"Machapuchare, Machhapuchchhre or Machhapuchhre (meaning 'fishtail'), is a mountain in the Annapurna Himalayas of north central Nepal. It is revered by the local population as particularly sacred to the god Shiva, and hence is off limits to climbing.",Gandaki Pradesh,Kaski,,Annapurna,,,Machhapuchhare,"Machapuchare, Fishtail",Annapurna Himal (SE of Annapurna III),6993.0,22943.0,1.0,5.0,False,True,False,,Closed,1.0,1.0,"Other map altitudes:
   6993m - HMG-Finn, Shangri La, Schneider, Japan MMW, Leomann
   6997m - Nepa",,0.0,,,,Unclimbed,Rumored that one New Zealander (Bill Denz) summited by the N Ridge-NE Face route in the late 1970s,,,False,Nepal only,True
MAHA,https://nepalhimalpeakprofile.org/mahalangur-peak,28.1069982098,86.5648999547,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD),Mahalangur Peak,,,6464.0,21207.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
